"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"BUPRENORPHINE";"PRODUCT SOLUBILITY ABNORMAL";40;0,1312676;404,3;193,54;253,18;326,49
"RIBAVIRIN";"HEPATITIS C";31;0,09121559;398,21;193,54;263,01;350,87
"COPAXONE";"IMMEDIATE POSTINJECTION REACTION";23;0,05663365;1737,22;193,14;276,47;385,99
"AGGRASTAT";"ANGINA PECTORIS";42;0,141149661001853;320,92;192,51;250,15;320,65
"CIALIS";"MALIGNANT MELANOMA";22;0,0529189;443,72;191,75;276,82;389,32
"KYMRIAH";"ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT";35;0,1102195;459,59;191,66;255,61;335,36
"GOLD BOND ORIGINAL STRENGTH POWDER";"LUNG NEOPLASM MALIGNANT";23;0,05791535;412,39;190,14;272,19;380
"NEULASTA";"DEVICE ADHESION ISSUE";191;0,8654717;4882,98;189,67;213,99;240,71
"WARFARIN";"INTERNATIONAL NORMALISED RATIO INCREASED";53;0,194918;312,58;189,47;239;298,24
"NORETHINDRONE ACETATE TABLETS USP 5 MG";"ENDOMETRIOSIS";10;0,003892885;2786,4;189,38;331,77;548,22
"CERTOLIZUMAB PEGOL RA";"MATERNAL EXPOSURE BEFORE PREGNANCY";24;0,06264243;449,58;189,35;268,91;372,84
"MENS ROGAINE EXTRA STRENGTH";"APPLICATION SITE RASH";37;0,1210096;370,57;189,31;250,41;326,15
"LANTUS SOLOSTAR";"DEVICE OPERATIONAL ISSUE";89;0,3695808;440,28;187,84;224,43;266,44
"643 LANADELUMAB";"HEREDITARY ANGIOEDEMA";12;0,0121652651267469;1021,4;187,55;311,58;493,16
"ORKAMBI";"INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS";94;0,3947629;297,08;187,46;222,88;263,39
"DOLUTEGRAVIR";"BLOOD HIV RNA INCREASED";16;0,0288382;705,01;187,26;289,27;430,97
"SB497115";"CLONAL EVOLUTION";9;0,0003345448;75324,44;187,14;338,98;575,33
"ZOFRAN";"LEFTTORIGHT CARDIAC SHUNT";10;0,00430129;4261,45;186,72;327,1;540,51
"LAPENAX";"LYMPHOCYTE COUNT INCREASED";11;0,008428791;1471,85;185,91;316,54;511,16
"LAPENAX";"NEUTROPHIL COUNT INCREASED";15;0,02502569;632,26;185,74;291,34;439,66
"VELETRI";"CATHETER SITE SWELLING";18;0,03795563;829,17;185,53;279,1;406,62
"ATRIPLA";"TOOTH LOSS";72;0,2931394;301;184,45;224,92;272,11
"ROCKLATAN";"CONJUNCTIVAL HYPERAEMIA";11;0,008698165;1475,24;184,41;313,99;507,05
"DOCETAXEL";"HAIR TEXTURE ABNORMAL";604;3,040035;1146,3;184,08;196,91;210,45
"PULMICORT FLEXHALER";"INTENTIONAL DEVICE MISUSE";13;0,01715302;821,36;183,49;298,35;463,94
"SB497115";"CYTOGENETIC ABNORMALITY";9;0,000860258;13948,97;183,3;332,03;563,52
"SYNTHROID";"THYROIDECTOMY";12;0,01303421;1314,79;183,23;304,42;481,82
"KYMRIAH";"DIFFUSE LARGE BCELL LYMPHOMA";61;0,242873;332,33;182,14;226,06;277,96
"NARCAN";"UNINTENTIONAL USE FOR UNAPPROVED INDICATION";9;0,001086184;15064,43;181,7;329,12;558,59
"ISTODAX";"PERIPHERAL TCELL LYMPHOMA UNSPECIFIED";9;0,001173079;15343,23;181,08;328,02;556,72
"NIRAPARIB CAPSULE";"CARBOHYDRATE ANTIGEN 125 INCREASED";12;0,01349693;998,96;181,02;300,73;475,99
"DUODOPA";"BRADYKINESIA";104;0,4606682;507,38;180,9;213,22;249,93
"APIXABAN APIXABAN 5MG TAB";"GASTRIC HAEMORRHAGE";13;0,01786773;770,12;180,41;293,35;456,16
"DUODOPA";"STOMA SITE REACTION";38;0,1330272;961,71;180,38;237,68;308,5
"INVOKANA";"FOURNIERS GANGRENE";31;0,09988769;406,25;180,07;244,71;326,46
"REMODULIN";"INFUSION SITE DISCHARGE";27;0,08122921;971,51;179,82;250,05;340,39
"CLINDAMYCIN";"OESOPHAGEAL ULCER";18;0,0400411;553,05;179,55;270,12;393,53
"FENTANYL TRANSDERMAL SYSTEM";"PRODUCT ADHESION ISSUE";31;0,1006502;325,59;178,97;243,22;324,47
"ASMANEX HFA";"POOR QUALITY DEVICE USED";17;0,03593967;489,06;178,47;271,89;400,39
"NATPARA PARATHYROID HORMONE";"TETANY";12;0,01404871;1456,41;178,44;296,46;469,22
"AMZEEQ";"THYROIDITIS";9;0,001603208;6305,73;178,13;322,67;547,64
"LATISSE";"EYELIDS PRURITUS";26;0,07777515;491,86;177,69;248,72;340,54
"NEULASTA";"UNINTENTIONAL MEDICAL DEVICE REMOVAL";336;1,700652;1356,31;177,6;194,45;212,53
"LOPERAMIDE";"TORSADE DE POINTES";13;0,01857375;766,23;177,47;288,57;448,72
"HOLOXAN";"BONE MARROW FAILURE";21;0,05461335;394,38;177,3;258,32;366,17
"NICODERM CQ";"APPLICATION SITE ERYTHEMA";25;0,07339782;371,6;177,09;249,63;343,88
"LEVETIRACETAM";"MULTIPLEDRUG RESISTANCE";61;0,2508478;532,84;176,87;219,52;269,92
"TRUVADA";"ACUTE HEPATITIS C";15;0,02765425;2572,71;176,42;276,72;417,61
"BUTRANS";"INADEQUATE ANALGESIA";12;0,01453966;998,87;176,22;292,75;463,36
"FOSAMAX";"LOW TURNOVER OSTEOPATHY";9;0,001896478;Inf;176,17;319,12;541,61
"ATORVASTATIN CALCIUM";"IMMUNEMEDIATED MYOSITIS";27;0,08371223;433,83;175,7;244,33;332,6
"DUODOPA";"STOMA SITE HYPERGRANULATION";28;0,08868478;1417,26;175,43;242,43;328,23
"LERGIGAN PROMETHAZINE HYDROCHLORIDE";"INTENTIONAL OVERDOSE";377;1,953785;230,01;174,7;190,29;206,97
"TRIAMCINOLONE ACETONIDE";"NECROTISING SCLERITIS";9;0,0021463;7966,3;174,53;316,15;536,58
"ALPROLIX";"HAEMARTHROSIS";15;0,0282321;554,3;174,5;273,71;413,05
"ESTRADIOL TRANSDERMAL SYSTEM";"APPLICATION SITE ERYTHEMA";25;0,07534644;361,98;173,65;244,77;337,18
"STRIBILD";"ANHEDONIA";35;0,1248569;290;172,91;230,6;302,55
"DOCETAXEL";"HAIR COLOUR CHANGES";604;3,239927;830,08;172,81;184,86;197,57
"ALEMTUZUMAB";"LEUKOCYTURIA";14;0,02430229;999,82;172,53;275,25;421,31
"COMPLERA";"ECONOMIC PROBLEM";33;0,1155787;294,06;172,11;231,6;306,29
"ALEMTUZUMAB";"WHITE BLOOD CELLS URINE POSITIVE";19;0,04786815;560,46;171,32;254,77;367,54
"NEVIRAPINE";"DEVELOPMENTAL DELAY";10;0,006977648;1660,47;170,97;299,51;494,92
"SUMATRIPTAN SUCCINATE SOLUTION FOR INJECTION IN PREFILLED PEN";"PRODUCT COMPLAINT";21;0,05767639;372,93;170,71;248,72;352,56
"FINASTERIDE";"ERECTILE DYSFUNCTION";54;0,2243014;263,54;170,67;214,81;267,52
"NP THYROID";"PRODUCT ODOUR ABNORMAL";10;0,007053681;1495,97;170,56;298,8;493,74
"RASILEZ";"PERSONALITY DISORDER";9;0,0028067;3695,6;170,36;308,58;523,72
"SYMBICORT";"INTENTIONAL DEVICE MISUSE";45;0,1788294;343,33;169,77;218,59;277,88
"TOCILIZUMAB";"DRUG ERUPTION";43;0,1689625;281,48;169,38;219,4;280,43
"CEQUA";"EYE IRRITATION";110;0,5268298;225,28;169,21;198,52;231,7
"REMODULIN";"INFUSION SITE INFECTION";30;0,1030224;686,92;169;230,88;309,45
"IMATINIB";"CYTOGENETIC ANALYSIS ABNORMAL";19;0,04893912;551,74;168,83;251,07;362,2
"LERGIGAN PROMETHAZINE";"INTENTIONAL OVERDOSE";222;1,148988;213,46;168,75;188,71;210,49
"LAMIVUDINE";"PERSISTENT FOETAL CIRCULATION";10;0,007429501;Inf;168,57;295,31;487,97
"LACOSAMIDE";"MULTIPLEDRUG RESISTANCE";19;0,04914767;465,37;168,35;250,36;361,17
"BYDUREON BCISE";"INJECTION SITE EXTRAVASATION";153;0,7676065;331,82;168,16;192,46;219,47
"ATORVASTATIN";"IMMUNEMEDIATED MYOSITIS";37;0,1393683;409,39;168,13;222,4;289,67
"NICODERM CQ";"APPLICATION SITE REACTION";12;0,016447;888,59;168,06;279,2;441,91
"LACTULOSE";"PNEUMATOSIS INTESTINALIS";9;0,003284622;3131,33;167,45;303,32;514,8
"HYDRALAZINE HYDROCHLORIDE";"LUPUSLIKE SYNDROME";10;0,007709737;1378,57;167,12;292,76;483,77
"GANCICLOVIR INJECTION";"CYTOMEGALOVIRUS VIRAEMIA";9;0,003345448;2874,98;167,09;302,66;513,68
"ABILIFY";"DIVORCED";9;0,00341061897303439;26379,17;166,7;301,96;512,5
"BUTRANS";"PRODUCT ADHESION ISSUE";33;0,1205317;290,49;166,24;223,7;295,85
"REMODULIN";"INFUSION SITE INDURATION";28;0,09509762;705,24;166,04;229,46;310,66
"BYDUREON BCISE";"INJECTION SITE NODULE";118;0,5827379;340,73;165,8;193,42;224,56
"IMPLANON";"PREGNANCY WITH IMPLANT CONTRACEPTIVE";12;0,01705309;761,84;165,62;275,15;435,5
"NEXPLANON";"COMPLICATION OF DEVICE REMOVAL";177;0,917513;432,13;165,24;187,31;211,66
"ABILIFY";"BANKRUPTCY";9;0,00375168087033782;13189,59;164,71;298,35;506,36
"LIDOCAINE";"LOCAL ANAESTHETIC SYSTEMIC TOXICITY";10;0,00818983;1983,54;164,68;288,49;476,71
"OLMESARTAN";"SPRUELIKE ENTEROPATHY";9;0,003766887;3249,01;164,62;298,19;506,09
"ALKASELTZER PLUS MAXIMUM STRENGTH DAY AND NIGHT COLD AND FLU POWERMAX GELS";"CHOKING";11;0,01272139;884,6;164,61;280,28;452,61
"EYLEA";"NONINFECTIOUS ENDOPHTHALMITIS";17;0,0410708;1583,86;164,56;250,7;369,18
"ZANTAC";"OESOPHAGEAL CARCINOMA";19;0,05090295;459,51;164,45;244,55;352,8
"ZICAM COLD REMEDY NASAL SWABS HOMEOPATHICS";"ANOSMIA";9;0,003823369;2494,19;164,29;297,6;505,09
"ALENDRONATE";"ATYPICAL FEMUR FRACTURE";10;0,008315828;1452,84;164,06;287,4;474,9
"ZOFRAN";"VENTRICULAR SEPTAL DEFECT";12;0,01759619;786,73;163,5;271,63;429,92
"OMEPRAZOLE";"HYPERGASTRINAEMIA";12;0,01776129;4723,39;162,86;270,57;428,25
"MAKENA";"PREMATURE DELIVERY";279;1,523786;371,96;162,8;179,85;198,27
"AGGRASTAT";"VENTRICULAR ARRHYTHMIA";14;0,0272480215151403;587,81;162,76;259,66;397,45
"BEVACIZUMAB";"ENDOPHTHALMITIS";28;0,09790649;338,14;162,24;224,21;303,55
"HEMOFIL";"HAEMARTHROSIS";11;0,01333183;850,99;161,97;275,79;445,36
"COUMADIN";"INTERNATIONAL NORMALISED RATIO FLUCTUATION";12;0,01815666;924,88;161,36;268,08;424,3
"COUMADIN";"INTERNATIONAL NORMALISED RATIO ABNORMAL";13;0,02291197;751,47;161,32;262,31;407,88
"SANDOSTATIN LAR DEPOT";"BLOOD GROWTH HORMONE INCREASED";19;0,05254743;850,93;160,95;239,35;345,29
"VISIPAQUE";"HYPOTHYROIDISM";29;0,1042889;288,67;160,77;220,87;297,49
"CETIRIZINE HYDROCHLORIDE";"PRODUCT ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE";57;0,2565806;268,5;160,57;200,83;248,67
"GLUCOPHAGE";"HYPOGLYCAEMIC COMA";9;0,004542423;2405,68;160,26;290,3;492,69
"PRADAXA";"PROCOAGULANT THERAPY";12;0,01853465;Inf;159,95;265,74;420,6
"ZOFRAN";"HEART DISEASE CONGENITAL";11;0,01388144;937,52;159,67;271,87;439,02
"ABACAVIR";"IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME";12;0,0186845438134196;687,24;159,4;264,82;419,15
"BORTEZOMIB";"PLASMA CELL MYELOMA";146;0,7712517;225,38;159,18;182,79;209,07
"VAYARIN NONSPECIFIC";"THERAPEUTIC PRODUCT INEFFECTIVE";22;0,06888581;403,76;159,05;229,62;322,94
"CARDIOGEN82";"RADIATION OVERDOSE";8;0,0002824079;141635,1;159;299,77;525,14
"KYMRIAH";"LYMPHOCYTE COUNT DECREASED";159;0,8505432;228,4;158,63;181,08;205,98
"ACULAR";"RETINAL PIGMENT EPITHELIOPATHY";8;0,000347579003621339;115077,75;158,58;299;523,78
"REMODULIN";"INFUSION SITE PAIN";121;0,6280405;310,99;158,54;184,59;213,91
"PROPOFOL MANUFACTURER UNKNOWN";"ANAPHYLACTIC SHOCK";19;0,05376613;365,99;158,45;235,63;339,93
"PHENYLEPHRINE HCL";"GASTRIC RESIDUAL INCREASED";8;0,0004236119;49099,95;158,1;298,09;522,19
"DUODOPA";"STOMA SITE EXTRAVASATION";20;0,05912319;2024,66;158,02;232,51;332,38
"NEULASTA";"APPLICATION SITE HAEMORRHAGE";98;0,4976462;1326,39;157,55;186,64;219,82
"ZOFRAN";"INJURY";33;0,1286477;270,01;157,45;211,87;280,19
"SYNAGIS";"RESPIRATORY SYNCYTIAL VIRUS INFECTION";248;1,393618;355,62;156,99;174,5;193,5
"NEXPLANON";"IMPLANT SITE PRURITUS";19;0,05464811;Inf;156,69;233,02;336,16
"DEXYCU";"PUPILLARY DEFORMITY";8;0,0006517106;61372,93;156,68;295,42;517,51
"ALEMTUZUMAB";"IMMUNE THROMBOCYTOPENIC PURPURA";43;0,184844686494601;280,51;156,55;202,77;259,18
"VIREAD";"BONE DENSITY DECREASED";82;0,4078405;230,99;156,49;188,4;225,25
"DEXYCU";"IRIS ATROPHY";8;0,0007168817;40915,29;156,28;294,66;516,18
"DUODOPA";"STOMA SITE INFECTION";34;0,1354906;655,6;156,07;209,06;275,36
"ENVARSUS XR";"TRANSPLANT REJECTION";28;0,1028834;300,48;155,91;215,46;291,72
"CYTOTEC";"BIRTH TRAUMA";9;0,005387475;16696,42;155,77;282,16;478,88
"TRUVADA";"BONE DENSITY DECREASED";167;0,9169569;247,45;155,38;176,81;200,5
"NEXPLANON";"COMPLICATION ASSOCIATED WITH DEVICE";240;1,36045;357,09;155,28;172,9;192,06
"RASILEZ";"NEUROLOGIC NEGLECT SYNDROME";8;0,0009906002;12113,37;154,62;291,53;510,7
"MONTELUKAST";"SLEEP TERROR";20;0,06115653;417,59;154,28;227;324,51
"ADEFOVIR DIPIVOXIL";"HEPATITIS B REACTIVATION";9;0,00570898513448049;1679,96;154,13;279,18;473,83
"NIRAPARIB CAPSULE";"INTENTIONAL UNDERDOSE";12;0,02018348;641,71;154,08;255,99;405,17
"FENTANYL CITRATE";"RESPIRATORY ARREST";81;0,4088615;226,78;154,02;185,65;222,2
"ZANTAC";"BLADDER CANCER";32;0,1265014;289,78;154,02;208,26;276,6
"BACLOFEN";"INTESTINAL PSEUDOOBSTRUCTION";10;0,01047951;1320,88;153,98;269,75;445,73
"RASILEZ";"AFFECT LABILITY";9;0,005737226;1677,24;153,98;278,92;473,39
"PHENYLEPHRINE HCL";"FEEDING INTOLERANCE";8;0,001107908;9442,3;153,92;290,21;508,38
"ZOMETA";"OSTEONECROSIS OF JAW";23;0,07778166;317,01;153,31;219,45;306,38
"INFLECTRA";"DRUG LEVEL BELOW THERAPEUTIC";110;0,5844541;351,65;153,21;179,74;209,78
"CANAGLIFLOZIN";"EUGLYCAEMIC DIABETIC KETOACIDOSIS";16;0,04106646;413,34;152,47;235,53;350,91
"PAZOPANIB";"OSTEOSARCOMA METASTATIC";8;0,001355558;Inf;152,46;287,45;503,55
"RASILEZ";"CAROTID ARTERY THROMBOSIS";8;0,001362075;7752,56;152,42;287,38;503,43
"NOVORAPID";"DIABETIC KETOACIDOSIS";33;0,1338874;259,78;152,25;204,87;270,94
"OXYCODONE";"OESOPHAGEAL MOTILITY DISORDER";10;0,0108966;1572,52;152,18;266,59;440,52
"MEKTOVI";"SEROUS RETINOPATHY";10;0,01094874;2738,04;151,96;266,2;439,88
"SALBUTAMOL SULPHATE";"BLOOD COUNT ABNORMAL";113;0,608752;208,65;151,7;177,58;206,84
"ARSENIC TRIOXIDE";"IDIOPATHIC INTRACRANIAL HYPERTENSION";8;0,001520658;5939,57;151,5;285,65;500,4
"AMLODIPINE BESYLATE";"NONCARDIOGENIC PULMONARY OEDEMA";9;0,006256422;1643,88;151,4;274,25;465,46
"EPINEPHRINE INJECTION USP AUTOINJECTOR";"DEVICE FAILURE";9;0,006289008;1501,02;151,25;273,96;464,97
"CONTRAVE";"DRUG TITRATION ERROR";10;0,01117901;1066,37;150,98;264,5;437,06
"ALEMTUZUMAB";"URINE ABNORMALITY";29;0,1126743;317,34;150,95;207,39;279,34
"IMATINIB";"GASTROINTESTINAL STROMAL TUMOUR";14;0,03135163;677,57;150,85;240,67;368,38
"NICODERM CQ";"APPLICATION SITE PRURITUS";22;0,07413426;320;150,61;217,43;305,8
"ACULAR";"ULCERATIVE KERATITIS";8;0,00170313711774456;5613,55;150,46;283,68;496,94
"SUBLOCADE";"DRUG SCREEN POSITIVE";17;0,0472664;448,03;150,4;229,13;337,41
"DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE";"PERITONEAL DIALYSIS COMPLICATION";12;0,02131094;937,82;150,31;249,72;395,25
"PERCOCET";"DRUG DIVERSION";40;0,1762226;272,18;150,25;196,54;253,46
"ENVARSUS XR";"CELL DEATH";15;0,03684337;474,07;150,11;235,44;355,31
"RASILEZ";"ADJUSTMENT DISORDER";8;0,001774825;5537,54;150,05;282,91;495,6
"INVOKANA";"DRY GANGRENE";10;0,01143752;2620,95;149,91;262,61;433,94
"ESTRADIOL TRANSDERMAL SYSTEM";"APPLICATION SITE RASH";18;0,0531709;370,01;149,3;224,6;327,22
"ALEMTUZUMAB";"BACTERIAL TEST POSITIVE";17;0,0478681459049762;480,57;149,15;227,24;334,62
"STRIBILD";"BONE DENSITY DECREASED";22;0,07527258;302,81;148,9;214,96;302,32
"BEOVU";"EYE INFLAMMATION";55;0,2670145;251,62;148,73;186,79;232,17
"FINASTERIDE";"POST 5ALPHAREDUCTASE INHIBITOR SYNDROME";9;0,006851651;2494,85;148,55;269,09;456,7
"BUPROPION";"ELECTROCARDIOGRAM QRS COMPLEX PROLONGED";28;0,1093484;318,16;148,4;205,08;277,66
"RHOPHYLAC";"SYRINGE ISSUE";15;0,0375646;415,12;148,37;232,72;351,2
"PREDNISOLONE";"BK VIRUS INFECTION";52;0,2498137;320,36;148,36;187,57;234,56
"FERINJECT";"HYPOPHOSPHATAEMIA";16;0,04290428;414,83;148,33;229,13;341,37
"MIRENA";"DEVICE EXPULSION";550;3,431561;499,82;148,14;158,98;170,45
"SANDOSTATIN";"BODY TEMPERATURE DECREASED";37;0,1618849;245,3;147,85;195,57;254,72
"RUBRACA";"CARBOHYDRATE ANTIGEN 125 INCREASED";15;0,03788611;458,94;147,61;231,52;349,39
"POTELIGEO";"CYTOMEGALOVIRUS ENTERITIS";8;0,002280987;5664,95;147,24;277,61;486,32
"GADOLINIUM UNSPECIFIED";"URINE ANALYSIS ABNORMAL";8;0,002389606;3610,33;146,65;276,5;484,37
"JAYDESS";"ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE";10;0,01225216;913,23;146,6;256,83;424,38
"METHADONE";"LEUKOENCEPHALOPATHY";12;0,02249488;610,44;146,54;243,46;385,35
"XULANE";"PRODUCT ADHESION ISSUE";18;0,05467418;339,89;146,47;220,35;321,03
"OMEPRAZOLE DELAYED RELEASE ORALLY DISINTEGRATING STRAWBERRY TABLETS 20";"DYSGEUSIA";30;0,1228257;251,56;146,32;199,9;267,93
"PROVENTIL";"PRODUCT QUALITY ISSUE";197;1,169951;184,49;146,06;164,48;184,68
"BIBF 1120";"IDIOPATHIC PULMONARY FIBROSIS";9;0,007433846;1310,56;145,86;264,22;448,44
"VALSARTAN";"FOETAL RENAL IMPAIRMENT";11;0,01767439;1598,81;145,39;247,56;399,78
"EPIPEN";"DEVICE FAILURE";9;0,007546809;1250,84;145,36;263,3;446,87
"OSIMERTINIB";"DRUG RESISTANCE";25;0,09498031;273,01;145,17;204,63;281,89
"VELETRI";"CATHETER SITE VESICLES";10;0,01265188;2763,89;145,04;254,08;419,85
"RHOPRESSA";"CORNEA VERTICILLATA";8;0,002745874;5825,92;144,75;272,92;478,1
"ILARIS";"STILLS DISEASE";13;0,02846672;714,23;144,48;234,93;365,31
"NATPARA PARATHYROID HORMONE";"HYPERCALCIURIA";9;0,007751012;2652,75;144,44;261,64;444,06
"IMPLANON";"UNINTENDED PREGNANCY";12;0,02324435;546,86;144,26;239,66;379,33
"ASMANEX";"PRODUCT QUALITY ISSUE";151;0,8872128;182,4;144,05;165,03;188,34
"SABRIL";"DRUG WITHDRAWAL CONVULSIONS";10;0,01296252;959,37;143,84;251,99;416,39
"ALLOPURINOL";"DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS";78;0,4206466;213,8;143,83;174;208,96
"METFORMINE";"LACTIC ACIDOSIS";38;0,1735114;230,35;143,55;189,15;245,5
"INFLECTRA";"BLOOD PRESSURE FLUCTUATION";535;3,444812;251,75;143,4;154,05;165,33
"TACROLIMUS";"IMMUNOSUPPRESSANT DRUG LEVEL INCREASED";32;0,1378172;470,84;143,31;193,77;257,35
"VALSARTAN";"RENAL IMPAIRMENT NEONATAL";12;0,02356586;1017,42;143,3;238,07;376,81
"WARFARIN SODIUM";"ANTICOAGULATION DRUG LEVEL ABOVE THERAPEUTIC";14;0,03437122;549,53;143,15;228,38;349,57
"RIBAVIRIN";"HEPATOCELLULAR CARCINOMA";18;0,05663148;368,32;142,95;215,05;313,31
"REGRANEX";"WOUND COMPLICATION";8;0,003128211;2806,77;142,77;269,18;471,54
"DILTIAZEM HYDROCHLORIDE";"SUSPECTED SUICIDE";26;0,1029203;263,12;142,69;199,74;273,48
"CLOZARIL";"SCHIZOPHRENIA";112;0,6441812;252,25;142,28;166,68;194,28
"ATRIPLA";"OSTEOPENIA";57;0,2931394;227,56;142,11;177,73;220,07
"GLIVEC";"CYTOGENETIC ANALYSIS ABNORMAL";15;0,04031916;485,61;142,09;222,87;336,33
"PICATO";"SQUAMOUS CELL CARCINOMA OF SKIN";11;0,0187041;645,77;141,95;241,7;390,31
"NEXIUM";"REBOUND ACID HYPERSECRETION";470;3,042848;658,84;141,78;153,05;165,02
"RASILEZ";"HEMIPLEGIA";9;0,008378826;1123,92;141,7;256,68;435,65
"FORXIGA";"KETOACIDOSIS";24;0,0921584;300,59;141,55;201,02;278,72
"TACROLIMUS";"HEART TRANSPLANT REJECTION";32;0,1400048;456,13;141,4;191,2;253,93
"PREVACID";"NEPHROSCLEROSIS";18;0,05763729;623,6;141,2;212,43;309,48
"ENDARI";"SICKLE CELL ANAEMIA WITH CRISIS";12;0,02438049;542,58;140,92;234,12;370,56
"DUODOPA";"MUSCLE RIGIDITY";143;0,8548228;283,85;140,88;162,01;185,57
"NESP";"APLASIA PURE RED CELL";8;0,003549651;2768,66;140,64;265,17;464,52
"BYETTA";"ADENOCARCINOMA PANCREAS";8;0,003590926;3076,16;140,43;264,78;463,85
"AZTREONAM LYSINE";"CYSTIC FIBROSIS RESPIRATORY INFECTION SUPPRESSION";15;0,04114901;574,26;140,3;220,06;332,1
"KYMRIAH";"NEUROTOXICITY";101;0,58231;208,56;140,11;165,55;194,51
"CYTOTEC";"UTERINE RUPTURE";10;0,01400743;1159,47;139,96;245,2;405,17
"LISINOPRIL LISINOPRIL 10MG TAB";"ANGIOEDEMA";15;0,04135756;368,19;139,86;219,37;331,05
"NEXPLANON";"DEVICE KINK";43;0,2099638;496,91;139,79;181,07;231,44
"SOMAVERT";"INSULINLIKE GROWTH FACTOR ABNORMAL";8;0,003727785;5578,12;139,76;263,51;461,62
"PICATO";"APPLICATION SITE PAIN";17;0,05276684;338,72;139,73;212,88;313,48
"MIRENA";"GENITAL HAEMORRHAGE";242;1,528913;480,84;139,67;155,44;172,59
"DELFLEX WITH DEXTROSE 15 LOW MAGNESIUM LOW CALCIUM";"PERITONITIS";16;0,04727074;360,97;139,34;215,24;320,68
"VOLTAREN";"PRODUCT ADMINISTERED AT INAPPROPRIATE SITE";33;0,1486813;243,33;139,26;187,4;247,83
"TENOFOVIR DISOPROXIL";"HYPERANDROGENISM";8;0,003895057;7528,25;138,94;261,97;458,92
"ALEMTUZUMAB";"BLOOD THYROID STIMULATING HORMONE DECREASED";20;0,0706975693365803;357,08;138,86;204,31;292,07
"VEDOLIZUMAB";"THERAPEUTIC REACTION TIME DECREASED";37;0,1740676;502,48;138,79;183,59;239,11
"DUODOPA";"STOMA SITE DISCOMFORT";18;0,05912319;1214,8;138,71;208,66;304,01
"IMOVANE";"INTENTIONAL SELFINJURY";26;0,1068762;247,7;138,41;193,74;265,26
"PREVACID";"HAEMODIALYSIS";25;0,1008653;410,26;138,37;195,05;268,68
"GABLOFEN";"DEVICE INFUSION ISSUE";11;0,0198989;762,1;138,15;235,23;379,86
"DOLUTEGRAVIR";"UMBILICAL HERNIA";17;0,0538313;359,31;137,84;209,99;309,23
"ATRIPLA";"EMOTIONAL DISTRESS";323;2,109101;172,94;137,79;151,13;165,49
"MIRENA";"UTERINE PERFORATION";84;0,4799088;679,13;137,74;165,46;197,4
"NUCALA";"EXPOSURE VIA SKIN CONTACT";29;0,1259974;323,77;137,62;189,06;254,65
"PRILOSEC";"REBOUND ACID HYPERSECRETION";61;0,3302522;205,01;137,31;170,42;209,55
"TENOFOVIR DISOPROXIL";"ENLARGED CLITORIS";8;0,004249153;5646,18;137,25;258,78;453,32
"PHENYLEPHRINE HCL";"APNOEA";8;0,004268705;1995,93;137,16;258,6;453,02
"ALBUTEROL SULFATE";"POOR QUALITY DEVICE USED";13;0,0314472103526406;424,03;136,82;222,47;345,94
"THYMOGLOBULIN";"HAEMOLYTIC ANAEMIA";9;0,009736557;977,28;136,13;246,58;418,5
"GOLD BOND ORIGINAL STRENGTH POWDER";"DEFORMITY";10;0,01513272;704,23;136,02;238,28;393,73
"FULVESTRANT";"BREAST CANCER METASTATIC";23;0,09133073;288,12;135,41;193,84;270,62
"RHOPHYLAC";"DEVICE OCCLUSION";12;0,02638125;475,5;135,41;224,96;356,06
"LATISSE";"EYELASH CHANGES";10;0,01536299;1734,11;135,24;236,91;391,48
"HEPARIN";"HEPARININDUCED THROMBOCYTOPENIA";9;0,01002548;1027,88;135;244,53;415,02
"EYLEA";"ENDOPHTHALMITIS";59;0,3232094;270,34;134,95;168,12;207,42
"OXERVATE";"EYE PAIN";111;0,6745987;179,05;134,78;158;184,29
"ALEMTUZUMAB";"URINE KETONE BODY PRESENT";13;0,03240305;569,02;134,53;218,75;340,16
"ZOFRAN";"CONGENITAL ANOMALY";9;0,01016669;1070,32;134,45;243,54;413,34
"FIRDAPSE";"PARAESTHESIA ORAL";19;0,06779746;298,54;134,43;199,91;288,4
"AMLODIPINE";"NONCARDIOGENIC PULMONARY OEDEMA";39;0,1934799;438,61;134,38;176,42;228,23
"SUMATRIPTAN";"COLITIS ISCHAEMIC";16;0,04994276;349,73;134,36;207,54;309,21
"EYLEA";"VITRECTOMY";12;0,02678531;2236,03;134,34;223,2;353,27
"NEXPLANON";"UNINTENDED PREGNANCY";102;0,6155103;315,73;134,28;158,53;186,11
"BUTRANS";"APPLICATION SITE RASH";15;0,04446187;363,11;133,59;209,53;316,2
"LINEZOLID";"OPTIC NEUROPATHY";12;0,02721544;587,57;133,23;221,35;350,34
"RESTASIS";"PRODUCT DROPPER ISSUE";38;0,1889874;344,52;133,15;175,45;227,73
